Chad,17203787,0.00028,0.00026,0.00001
Russia,145899956,0.00753,0.00682,0.00013
Paraguay,7270717,0.03886,0.03211,0.00090
Yemen,30882462,0.00021,0.00009,0.00004
Senegal,17462688,0.00232,0.00224,0.00006
Sweden,10196161,0.02265,0.00049,0.00045
Cabo Verde,565346,0.04310,0.03697,0.00039
Kiribati,122470,0.00000,0.00000,0.00000
Guyana,792481,0.01706,0.01436,0.00038
Philippines,111913102,0.00943,0.00863,0.00016
Eritrea,3633796,0.00101,0.00096,0.00000
Djibouti,1010377,0.01104,0.01070,0.00014
Singapore,5925135,0.01033,0.01026,0.00001
Malaysia,33015425,0.01257,0.01160,0.00005
Fiji,906570,0.00013,0.00008,0.00000
Turkey,85484777,0.05703,0.05241,0.00048
Malawi,19953296,0.00171,0.00161,0.00006
Iraq,41750703,0.02575,0.02293,0.00037
Germany,83975691,0.00889,0.00786,0.00019
Comoros,899658,0.00427,0.00408,0.00016
Cambodia,17080063,0.00085,0.00031,0.00001
Afghanistan,40374668,0.00149,0.00132,0.00007
Ivory Coast,27451054,0.00168,0.00166,0.00001
Jordan,10322902,0.06906,0.06670,0.00086
Maldives,546203,0.05629,0.04590,0.00014
Rwanda,13466174,0.00188,0.00174,0.00003
Sudan,45532863,0.00075,0.00059,0.00005
France,65520147,0.08555,0.00469,0.00159
Greece,10340571,0.03350,0.00907,0.00101
Sri Lanka,21547096,0.00519,0.00454,0.00003
Taiwan,23877855,0.00005,0.00004,0.00000
Dominica,72167,0.00241,0.00238,0.00000
Algeria,45061896,0.00272,0.00190,0.00007
Togo,8596357,0.00151,0.00131,0.00001
Equatorial Guinea,1477483,0.00521,0.00493,0.00008
Slovakia,5460937,0.07015,0.04675,0.00215
Macau,663998,0.00007,0.00007,0.00000
Argentina,45847428,0.06555,0.05837,0.00140
Belgium,11658404,0.04421,0.00267,0.00208
Angola,34566172,0.00078,0.00069,0.00002
San Marino,34017,0.14893,0.14455,0.00265
Qatar,2962425,0.06986,0.06500,0.00016
Ecuador,18033738,0.02148,0.01828,0.00104
Lesotho,2169209,0.00495,0.00289,0.00015
Albania,2869700,0.04573,0.03865,0.00084
Madagascar,28860961,0.00130,0.00113,0.00002
Finland,5553102,0.01571,0.00828,0.00016
Ghana,32120718,0.00288,0.00281,0.00002
Nicaragua,6748507,0.00102,0.00063,0.00003
Peru,33587011,0.02481,0.05205,0.00081
Benin,12644580,0.00062,0.00060,0.00001
Sierra Leone,8238113,0.00049,0.00037,0.00001
India,1401310563,0.00337,0.00284,0.00005
Bahamas,399068,0.02636,0.02396,0.00052
Belarus,9438767,0.03825,0.03727,0.00027
Kuwait,4366698,0.06334,0.05954,0.00036
Malta,443646,0.06834,0.06681,0.00094
Timor-Leste,1358744,0.00180,0.00089,0.00000
Sao Tome and Principe,225954,0.01022,0.00993,0.00015
Somalia,16634297,0.00084,0.00035,0.00004
Marshall Islands,59610,0.00007,0.00007,0.00000
Chile,19275294,0.02608,0.02451,0.00074
Puerto Rico,2806918,0.00000,0.00000,0.00000
Tajikistan,9873338,0.00135,0.00134,0.00001
Martinique,374314,0.00009,0.00000,0.00000
Cayman Islands,66497,0.00002,0.00000,0.00000
Croatia,4067642,0.08240,0.07740,0.00177
Burundi,12469663,0.00032,0.00006,0.00000
Nigeria,214507696,0.00077,0.00072,0.00001
Andorra,77355,0.17170,0.16486,0.00164
Bolivia,11927124,0.02570,0.02119,0.00109
Gabon,2310507,0.00999,0.00850,0.00006
Italy,60320493,0.01340,0.01198,0.00055
Suriname,594817,0.01763,0.01583,0.00035
Lithuania,2670680,0.09349,0.08419,0.00148
Norway,5492570,0.02066,0.00328,0.00014
Spain,46736811,0.01460,0.00322,0.00058
Cuba,11312548,0.00961,0.00905,0.00006
Mauritania,4848828,0.00380,0.00366,0.00009
Denmark,5825798,0.04341,0.04129,0.00043
Central African Republic,4971922,0.00129,0.00103,0.00002
Niger,25677816,0.00020,0.00019,0.00001
Bangladesh,167247491,0.00456,0.00411,0.00007
Barbados,287927,0.01343,0.01320,0.00015
US,334058426,0.01121,0.01916,0.00019
Iran,85627052,0.02960,0.02322,0.00085
Ireland,5008554,0.04988,0.00466,0.00098
Liechtenstein,38250,0.07686,0.07299,0.00149
Thailand,70039646,0.00098,0.00038,0.00000
Laos,7439920,0.00013,0.00001,0.00000
Bhutan,784855,0.00142,0.00127,0.00000
Monaco,39511,0.06219,0.06001,0.00081
Morocco,37599544,0.01361,0.01326,0.00024
Panama,4420589,0.08259,0.08030,0.00141
Hong Kong,7585785,0.00155,0.00151,0.00003
Ukraine,43312073,0.00453,0.00287,0.00011
Venezuela,28842889,0.00694,0.00625,0.00008
Israel,8868656,0.09455,0.09369,0.00072
Iceland,344646,0.01878,0.01814,0.00008
Saint Barthelemy,9907,0.00030,0.00000,0.00000
Holy See,800,0.03375,0.01875,0.00000
Saint Kitts and Nevis,53544,0.00084,0.00082,0.00000
Oman,5296006,0.03697,0.03339,0.00039
South Korea,51331264,0.00241,0.00221,0.00004
Gibraltar,33698,0.00003,0.00003,0.00000
Palestine,5293440,0.00000,0.00000,0.00000
Cyprus,1220541,0.05438,0.03200,0.00026
Uruguay,3491832,0.05799,0.04976,0.00078
Mexico,131046075,0.00490,0.01427,0.00026
Aruba,107204,0.00004,0.00000,0.00000
Georgia,3973946,0.07862,0.07374,0.00104
Estonia,1324323,0.09264,0.08477,0.00088
Montenegro,628053,0.15543,0.14947,0.00240
Zimbabwe,15229891,0.00251,0.00234,0.00010
Indonesia,278037263,0.00603,0.00551,0.00016
Mongolia,3359247,0.01172,0.00683,0.00004
Guatemala,18446417,0.01240,0.01113,0.00041
Guam,171041,0.00002,0.00000,0.00000
Azerbaijan,10272912,0.03128,0.02859,0.00044
Libya,7007887,0.02538,0.02336,0.00043
Grenada,113237,0.00141,0.00140,0.00001
Armenia,2970929,0.07300,0.06724,0.00139
Tunisia,12003225,0.02597,0.02188,0.00091
Liberia,5252834,0.00040,0.00037,0.00002
Honduras,10156097,0.02099,0.00776,0.00052
Syria,18646187,0.00123,0.00092,0.00009
UK,68401087,0.05646,0.00006,0.00164
Trinidad and Tobago,1405746,0.00805,0.00614,0.00012
Saudi Arabia,35659227,0.01176,0.01129,0.00020
Uganda,47942521,0.00087,0.00086,0.00001
Namibia,2614500,0.01861,0.01769,0.00025
Mayotte,283394,0.00002,0.00000,0.00000
Switzerland,8752564,0.07540,0.03629,0.00121
Zambia,19238117,0.00477,0.00468,0.00007
Ethiopia,119590501,0.00216,0.00168,0.00003
Latvia,1855735,0.06453,0.05871,0.00116
Jamaica,2980575,0.01539,0.00714,0.00026
United Arab Emirates,10051436,0.05211,0.05017,0.00016
Brunei,443903,0.00051,0.00049,0.00001
South Sudan,11493450,0.00092,0.00090,0.00001
Saint Lucia,184831,0.02467,0.02363,0.00040
Guinea,13709966,0.00163,0.00144,0.00001
Canada,38261228,0.01247,0.01140,0.00029
Seychelles,99124,0.05925,0.05146,0.00028
North Macedonia,2082011,0.07334,0.06411,0.00237
Uzbekistan,34207969,0.00268,0.00256,0.00002
Kyrgyzstan,6689349,0.01436,0.01341,0.00024
Samoa,201011,0.00001,0.00001,0.00000
Czech Republic,10732960,0.15225,0.14490,0.00273
Mozambique,32696683,0.00214,0.00205,0.00002
Brazil,214832901,0.01361,0.01205,0.00045
Belize,409224,0.03096,0.02986,0.00079
Kenya,55703607,0.00288,0.00195,0.00005
Gambia,2528326,0.00233,0.00214,0.00007
Lebanon,6752766,0.07822,0.06881,0.00108
Slovenia,2078724,0.11626,0.10963,0.00205
Antigua and Barbuda,99162,0.01242,0.01023,0.00032
Dominican Republic,11015774,0.02428,0.02069,0.00032
Japan,125802521,0.00112,0.00104,0.00001
Tanzania,62539416,0.00001,0.00000,0.00000
Botswana,2423535,0.01937,0.01855,0.00029
Luxembourg,640202,0.10497,0.09944,0.00124
New Zealand,4883704,0.00054,0.00053,0.00001
Bosnia and Herzegovina,3251612,0.06103,0.04897,0.00263
Greenland,56877,0.00002,0.00000,0.00000
Haiti,11623799,0.00113,0.00105,0.00002
Poland,37764461,0.07423,0.06676,0.00180
Portugal,10150252,0.08249,0.07849,0.00167
Australia,25959987,0.00079,0.00076,0.00003
Cameroon,27624492,0.00262,0.00128,0.00004
Papua New Guinea,9220306,0.00122,0.00103,0.00001
Romania,19062255,0.05548,0.05222,0.00148
Guinea-Bissau,2043512,0.00183,0.00163,0.00003
Bulgaria,6866274,0.05901,0.04958,0.00240
Solomon Islands,714126,0.00003,0.00003,0.00000
Nepal,29960704,0.01122,0.00948,0.00011
Austria,9065484,0.06862,0.06503,0.00113
Egypt,105390688,0.00218,0.00164,0.00013
Costa Rica,5165346,0.04859,0.03930,0.00063
Kazakhstan,19123199,0.01993,0.01737,0.00018
El Salvador,6537250,0.01059,0.00992,0.00033
Serbia,8674489,0.07976,0.00179,0.00074
South Africa,60474550,0.02619,0.02493,0.00090
Burkina Faso,21847968,0.00061,0.00060,0.00001
Bahrain,1775452,0.10099,0.09454,0.00037
Micronesia,116901,0.00001,0.00001,0.00000
Colombia,51504213,0.01549,0.01428,0.00031
Hungary,9618215,0.08140,0.05443,0.00289
Pakistan,227724796,0.00135,0.00116,0.00004
Vatican City,800,0.00125,0.00000,0.00000
Vanuatu,318774,0.00001,0.00001,0.00000
Mauritius,1274295,0.00095,0.00087,0.00001
Moldova,4017984,0.06255,0.05994,0.00145
Mainland China,1447065329,0.00005,0.00004,0.00000
Vietnam,98655916,0.00003,0.00003,0.00000
Netherlands,17195298,0.02090,0.00068,0.00036
Mali,21212426,0.00066,0.00041,0.00002
